shop_id,shop_postcode,warehouse_postcode,distance_km
2889,DH98,DH98,0.0
2890,DH99,DH99,0.0
2891,DN55,DN55,0.0
2892,E77,E77,0.0
2893,E98,E98,0.0
2894,EC1P,EC1P,0.0
2895,EC4P,EC1P,0.0
2896,EC50,EC1P,0.0
2897,EH91,EH91,0.0
2898,EH95,EH95,0.0
2899,EH99,EH99,0.0
2900,FY0,FY0,0.0
2901,G58,G58,0.0
2902,G70,G70,0.0
2903,G75,G75,0.0
2904,G79,G79,0.0
2905,G9,G9,0.0
2906,G90,G90,0.0
2907,GU95,GU95,0.0
2908,IP98,IP98,0.0
2909,KY99,KY99,0.0
2910,L67,L67,0.0
2911,L68,L68,0.0
2912,L71,L71,0.0
2913,L72,L72,0.0
2914,L73,L73,0.0
2915,L74,L74,0.0
2916,L75,L75,0.0
2917,LE21,LE21,0.0
2918,LE41,LE41,0.0
2919,LE55,LE55,0.0
2920,LE87,LE87,0.0
2921,LE94,LE94,0.0
2922,LE95,LE95,0.0
2923,LS88,LS88,0.0
2924,LS98,LS98,0.0
2925,LS99,LS99,0.0
2926,M50,M50,0.0
2927,M99,M99,0.0
2928,MK77,MK77,0.0
2929,N1P,N1P,0.0
2930,NE82,NE82,0.0
2931,NE83,DH98,0.0
2932,NE85,NE85,0.0
2933,NE88,NE88,0.0
2934,NE92,NE88,0.0
2935,NE98,NE98,0.0
2936,NG70,NG70,0.0
2937,NG80,NG80,0.0
2938,NG90,NG90,0.0
2939,NW1W,NW1W,0.0
2940,OL95,OL95,0.0
2941,PH37,PH37,0.0
2942,PL95,PL95,0.0
2943,PR0,PR0,0.0
2944,PR11,PR11,0.0
2945,S49,S49,0.0
2946,S96,S96,0.0
2947,S97,S97,0.0
2948,S98,S98,0.0
2949,S99,S99,0.0
2950,SA80,SA80,0.0
2951,SA99,SA99,0.0
2952,SE1P,SE1P,0.0
2953,SL95,SL95,0.0
2954,SN38,SN38,0.0
2955,SN99,SN99,0.0
2956,SS22,SS22,0.0
2957,SS99,SS99,0.0
2958,ST55,ST55,0.0
2959,SW99,SW99,0.0
2960,TR93,TR93,0.0
2961,UB18,UB18,0.0
2962,WA55,WA55,0.0
2963,WA88,WA88,0.0
2964,WR78,WR78,0.0
2965,WR99,WR99,0.0
2966,YO90,YO90,0.0
2967,YO91,YO91,0.0
2968,E20,E20,0.0
2969,B99,B99,0.0
2970,BB94,BB94,0.0
2971,BD97,BD97,0.0
2972,BD98,BD98,0.0
2973,BD99,BD99,0.0
2974,SL60,SL60,0.0
2975,WF90,WF90,0.0
2976,N81,WF90,0.0
2977,SW95,WF90,0.0
2978,RH77,WF90,0.0
2979,WD99,WF90,0.0
2980,CR90,WF90,0.0
2981,SY99,WF90,0.0
2982,M61,WF90,0.0
2983,SO97,WF90,0.0
2984,ME99,WF90,0.0
2985,CR44,WF90,0.0
2986,PE99,WF90,0.0
2987,CM92,WF90,0.0
2988,CM98,WF90,0.0
2989,AB99,WF90,0.0
2990,NW26,WF90,0.0
2991,NR99,WF90,0.0
2992,N1C,WF90,0.0
2993,CA99,CA99,0.0
2994,IV99,IV99,0.0
2995,BN91,WF90,0.0
2997,SO25,WF90,0.0
2998,DL98,WF90,0.0
2999,EN77,WF90,0.0
3000,WV99,WF90,0.0
3001,WV98,WF90,0.0
3002,S95,WF90,0.0
3003,PA80,WF90,0.0
3004,L80,WF90,0.0
3005,BS0,WF90,0.0
